epoch;accuracy;f1_m;loss;precision_m;recall_m;val_accuracy;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.8454859256744385;0.25549566745758057;0.3552793860435486;0.35404953360557556;0.22144758701324463;0.9121206998825073;0.15479187667369843;0.22950957715511322;0.20000000298023224;0.12822650372982025
1;0.9244531989097595;0.7668005228042603;0.21144825220108032;0.8387348055839539;0.7259826064109802;0.9479038715362549;0.18405036628246307;0.16820047795772552;0.19907408952713013;0.1720753163099289
2;0.947344183921814;0.8456531167030334;0.1601221114397049;0.8708115220069885;0.8360331654548645;0.9554464221000671;0.1885145753622055;0.127906933426857;0.19898991286754608;0.1800747811794281
3;0.9545469284057617;0.8701416254043579;0.1414835900068283;0.885815441608429;0.8673290014266968;0.9629889726638794;0.1896454095840454;0.10506661236286163;0.19907408952713013;0.1816239207983017
4;0.961059033870697;0.8869009017944336;0.12095345556735992;0.8947967886924744;0.8894079923629761;0.9671987295150757;0.1914120614528656;0.09517589211463928;0.19898991286754608;0.18476226925849915
5;0.9650715589523315;0.8984104990959167;0.10847600549459457;0.9063737392425537;0.8996165990829468;0.9654446840286255;0.18895485997200012;0.09429760277271271;0.19898991286754608;0.18059560656547546
6;0.9679328799247742;0.9069770574569702;0.09902478754520416;0.9123692512512207;0.9097349047660828;0.9724609851837158;0.1904108077287674;0.085372693836689;0.19898991286754608;0.18302616477012634
7;0.9706298112869263;0.9139989614486694;0.09273668378591537;0.9216043949127197;0.9148449301719666;0.974565863609314;0.1899040788412094;0.08178707212209702;0.20000000298023224;0.18127670884132385
8;0.9717151522636414;0.9160950183868408;0.08923798054456711;0.9201734662055969;0.9191789627075195;0.975618302822113;0.19129157066345215;0.07318180799484253;0.20000000298023224;0.18372060358524323
9;0.9735240936279297;0.9243894219398499;0.08249698579311371;0.934023916721344;0.922136127948761;0.9780740141868591;0.1907501071691513;0.06758955866098404;0.20000000298023224;0.18285255134105682
10;0.9740831851959229;0.924424946308136;0.08197744935750961;0.9314764142036438;0.9244922399520874;0.9782494306564331;0.19237791001796722;0.06580591201782227;0.20000000298023224;0.18580394983291626
11;0.9763196706771851;0.932102620601654;0.07740292698144913;0.9410775303840637;0.929458498954773;0.9770215749740601;0.19253505766391754;0.06429867446422577;0.20000000298023224;0.1861511617898941
12;0.9755961298942566;0.930837869644165;0.07633411884307861;0.9347361326217651;0.933201014995575;0.9780740141868591;0.19398199021816254;0.06731396913528442;0.20000000298023224;0.1887553334236145
13;0.9781943559646606;0.9352691173553467;0.06899195909500122;0.9392222762107849;0.937330424785614;0.977196991443634;0.19075319170951843;0.0732259675860405;0.20000000298023224;0.18285255134105682
14;0.9770432710647583;0.9316150546073914;0.0710335522890091;0.9356175065040588;0.9338155388832092;0.9721101522445679;0.18561899662017822;0.0847962349653244;0.20000000298023224;0.17417201399803162
15;0.9793784022331238;0.9382867813110352;0.06487198919057846;0.9433720707893372;0.9385167956352234;0.9794772863388062;0.19288915395736694;0.06333282589912415;0.20000000298023224;0.18667200207710266
16;0.9790495038032532;0.9407538175582886;0.06580428034067154;0.9440733194351196;0.9424226880073547;0.9814067482948303;0.19251912832260132;0.062203336507081985;0.20000000298023224;0.18597754836082458
17;0.9803321957588196;0.9415144920349121;0.06287720799446106;0.946827232837677;0.941983163356781;0.9764953255653381;0.18972152471542358;0.06963333487510681;0.19898991286754608;0.18163727223873138
18;0.9795428514480591;0.9394922256469727;0.06387747079133987;0.9417365789413452;0.9428800344467163;0.977372407913208;0.19215145707130432;0.06894133239984512;0.19898991286754608;0.1861511617898941
19;0.9801677465438843;0.9406939744949341;0.06086818501353264;0.944848895072937;0.9421527981758118;0.9835116863250732;0.19317738711833954;0.05646396428346634;0.20000000298023224;0.18719282746315002
20;0.9809570908546448;0.9449747204780579;0.05904266983270645;0.9456213712692261;0.9500700235366821;0.9835116863250732;0.1939900517463684;0.057958684861660004;0.20000000298023224;0.1887553334236145
21;0.981022834777832;0.945740282535553;0.06049801781773567;0.9497472047805786;0.9462754726409912;0.9829854369163513;0.19425460696220398;0.05506404861807823;0.20000000298023224;0.18927615880966187
22;0.9824699759483337;0.9497173428535461;0.057338278740644455;0.9541575312614441;0.9504207372665405;0.9824592471122742;0.19304460287094116;0.055155232548713684;0.19814813137054443;0.18840810656547546
23;0.9821410775184631;0.9470455646514893;0.05551384761929512;0.9493536353111267;0.9493264555931091;0.9812313914299011;0.1952594816684723;0.0574750117957592;0.20000000298023224;0.19099892675876617
24;0.9819108843803406;0.948369026184082;0.05586862936615944;0.9523664712905884;0.9496933817863464;0.9822838306427002;0.19416660070419312;0.05650447681546211;0.20000000298023224;0.18891559541225433
25;0.9818450808525085;0.9484955072402954;0.05612078681588173;0.9492485523223877;0.9526629447937012;0.9815821647644043;0.194973886013031;0.06265871226787567;0.19898991286754608;0.1913595050573349
26;0.9822726249694824;0.9500599503517151;0.05503876879811287;0.9498282074928284;0.9546549320220947;0.9856165647506714;0.19528533518314362;0.044042713940143585;0.20000000298023224;0.19099892675876617
27;0.9835882186889648;0.9491786956787109;0.051272664219141006;0.9533421397209167;0.9500558972358704;0.9814067482948303;0.19378386437892914;0.06497981399297714;0.19898991286754608;0.18910256028175354
28;0.9843446612358093;0.9551730155944824;0.048101939260959625;0.9569008946418762;0.9573245644569397;0.9808805584907532;0.19103573262691498;0.06244490295648575;0.20000000298023224;0.1835603564977646
29;0.983127772808075;0.9511274099349976;0.05342407152056694;0.9542449116706848;0.9528216123580933;0.9808805584907532;0.19303493201732635;0.06755062192678452;0.20000000298023224;0.1868322640657425
30;0.9838184714317322;0.9520096182823181;0.05150972306728363;0.9548683762550354;0.9530109167098999;0.9826346039772034;0.1939699649810791;0.0556650385260582;0.20000000298023224;0.1887553334236145
31;0.9838513135910034;0.9542677998542786;0.047413166612386703;0.9579686522483826;0.9547365307807922;0.9842132925987244;0.1944078803062439;0.05338381975889206;0.20000000298023224;0.18944977223873138
32;0.9843118190765381;0.953387439250946;0.04913707450032234;0.9558283686637878;0.9554165601730347;0.9833362698554993;0.19386422634124756;0.05431174859404564;0.19907408952713013;0.18908920884132385
33;0.9833908677101135;0.9509658813476562;0.04974488541483879;0.9538816809654236;0.9525316953659058;0.9854411482810974;0.1936279684305191;0.05127963796257973;0.20000000298023224;0.18806089460849762
34;0.9848380088806152;0.9572744369506836;0.04672887921333313;0.9572632312774658;0.9609215259552002;0.9852657318115234;0.19429101049900055;0.04933586344122887;0.20000000298023224;0.18927615880966187
35;0.9841144680976868;0.9545993804931641;0.049919258803129196;0.9551613926887512;0.9584246873855591;0.9859673976898193;0.1946176290512085;0.05328759551048279;0.20000000298023224;0.18997061252593994
36;0.9844433665275574;0.954215943813324;0.04662733152508736;0.9540866613388062;0.9578936696052551;0.9849148988723755;0.19380146265029907;0.05296069011092186;0.20000000298023224;0.18822114169597626
37;0.9849038124084473;0.955528974533081;0.04584723711013794;0.9577114582061768;0.9576975703239441;0.9784248471260071;0.18954357504844666;0.06525979191064835;0.20000000298023224;0.18059560656547546
38;0.9854629039764404;0.9585152268409729;0.04576241597533226;0.9620746374130249;0.9587438106536865;0.9859673976898193;0.1944499909877777;0.047833722084760666;0.19898991286754608;0.19031783938407898
39;0.9857260584831238;0.9596004486083984;0.045924097299575806;0.9610762596130371;0.9616090655326843;0.9863181710243225;0.19501948356628418;0.04674338549375534;0.20000000298023224;0.19066505134105682
40;0.9856602549552917;0.9571643471717834;0.04327884316444397;0.9581278562545776;0.9601094722747803;0.9835116863250732;0.19423745572566986;0.05116133764386177;0.20000000298023224;0.18908920884132385
41;0.9860877990722656;0.9605745077133179;0.0437452532351017;0.9610969424247742;0.9640268683433533;0.9863181710243225;0.19479429721832275;0.0522015243768692;0.20000000298023224;0.19013087451457977
42;0.9865154027938843;0.9610207676887512;0.042803991585969925;0.9628691077232361;0.962715744972229;0.9863181710243225;0.19402484595775604;0.04953078553080559;0.20000000298023224;0.1887553334236145
