epoch;accuracy;f1_m;loss;precision_m;recall_m;val_accuracy;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.9186447858810425;0.0321701243519783;0.2646118998527527;0.03676050528883934;0.030480625107884407;0.9306358098983765;0.023338649421930313;0.20162150263786316;0.047374431043863297;0.01826483942568302
1;0.9375652074813843;0.19841262698173523;0.17640790343284607;0.21983157098293304;0.1911332756280899;0.9413402080535889;0.041954271495342255;0.15617932379245758;0.06963470578193665;0.03417522832751274
2;0.9435598254203796;0.2517698109149933;0.15214279294013977;0.2730053663253784;0.24561667442321777;0.9451937675476074;0.0438091941177845;0.14285162091255188;0.0719178095459938;0.035744864493608475
3;0.9478417038917542;0.26928234100341797;0.14103923738002777;0.29069972038269043;0.263695627450943;0.9503318071365356;0.05418797954916954;0.12539876997470856;0.07819634675979614;0.04580479487776756
4;0.949621319770813;0.28470009565353394;0.1339031606912613;0.30537718534469604;0.2793835699558258;0.9528295397758484;0.06022726371884346;0.12060010433197021;0.0804794505238533;0.05186929181218147
5;0.9511734843254089;0.29275402426719666;0.12868008017539978;0.3131110370159149;0.28828221559524536;0.9536144733428955;0.06153300032019615;0.11605262011289597;0.0804794505238533;0.05379566177725792
6;0.951962947845459;0.30247506499290466;0.12610922753810883;0.3221704363822937;0.2981446385383606;0.9560407996177673;0.06144918128848076;0.11670354008674622;0.08105022460222244;0.053538814187049866
7;0.9528728723526001;0.3037872612476349;0.12324243783950806;0.32222408056259155;0.3003818094730377;0.9560407996177673;0.06262016296386719;0.10927784442901611;0.0804794505238533;0.055079907178878784
8;0.9537827372550964;0.3114202916622162;0.11931133270263672;0.33138877153396606;0.30756625533103943;0.9559694528579712;0.058661721646785736;0.10934045910835266;0.07876712083816528;0.05008561536669731
9;0.954960286617279;0.31771722435951233;0.11570773273706436;0.33677661418914795;0.31379446387290955;0.9581816792488098;0.06335428357124329;0.10504856705665588;0.08162100613117218;0.055722031742334366
10;0.9549201130867004;0.31676051020622253;0.11506703495979309;0.335394024848938;0.3135392665863037;0.958253026008606;0.06587895005941391;0.11019907146692276;0.08219178020954132;0.058675799518823624
11;0.956766664981842;0.3235018849372864;0.11216975748538971;0.3415846824645996;0.3199440836906433;0.9591807723045349;0.06308681517839432;0.1018497496843338;0.08105022460222244;0.055722031742334366
12;0.95683354139328;0.3262712061405182;0.11095894128084183;0.34486377239227295;0.32255950570106506;0.9602512121200562;0.06468270719051361;0.09829771518707275;0.08162100613117218;0.0572916679084301
13;0.9568870663642883;0.3277498483657837;0.11015580594539642;0.346169650554657;0.3250320553779602;0.9599657654762268;0.06304007023572922;0.10022461414337158;0.08219178020954132;0.0549372136592865
14;0.9579976797103882;0.3314491808414459;0.10875474661588669;0.34987160563468933;0.32801875472068787;0.9604653120040894;0.06286998838186264;0.09829200059175491;0.08105022460222244;0.05500856041908264
15;0.9581181406974792;0.334449827671051;0.10797635465860367;0.352253258228302;0.3311675190925598;0.9609647989273071;0.06296759098768234;0.09797412157058716;0.08162100613117218;0.05515125393867493
16;0.957114577293396;0.33300015330314636;0.10657697916030884;0.3500589430332184;0.330932080745697;0.9615356922149658;0.06617256253957748;0.09601946920156479;0.08219178020954132;0.058861300349235535
17;0.9588005542755127;0.3328160345554352;0.10510051995515823;0.35062089562416077;0.3298260271549225;0.9606080055236816;0.06587646901607513;0.09563978761434555;0.08162100613117218;0.05853310599923134
18;0.9593759179115295;0.3414323329925537;0.10422108322381973;0.35638338327407837;0.3404839336872101;0.9611075520515442;0.06431210041046143;0.09419949352741241;0.08162100613117218;0.05672089010477066
19;0.9596703052520752;0.3397931158542633;0.10287892073392868;0.3570791482925415;0.33682119846343994;0.9614643454551697;0.06459391862154007;0.09340126067399979;0.08276255428791046;0.0567922368645668
20;0.9598174691200256;0.341295063495636;0.1016576737165451;0.35743245482444763;0.33962222933769226;0.9611075520515442;0.06381629407405853;0.09642622619867325;0.08219178020954132;0.05636415630578995
21;0.9597238302230835;0.34306424856185913;0.10263936221599579;0.36105406284332275;0.34032511711120605;0.9633197784423828;0.06636764854192734;0.09267983585596085;0.08276255428791046;0.05893264710903168
22;0.9602323174476624;0.3450049161911011;0.10025692731142044;0.36215490102767944;0.3423393666744232;0.9615356922149658;0.06681384146213531;0.09326713532209396;0.0833333358168602;0.059432078152894974
23;0.9599646925926208;0.3421390950679779;0.09981551766395569;0.35815852880477905;0.3404838740825653;0.9616784453392029;0.06685998290777206;0.09433537721633911;0.08276255428791046;0.059503424912691116
24;0.9596033692359924;0.3402329683303833;0.10024403035640717;0.35687047243118286;0.33781862258911133;0.9613929986953735;0.0632031038403511;0.09257916361093521;0.0804794505238533;0.055936072021722794
25;0.960780918598175;0.34388619661331177;0.0987471416592598;0.36077752709388733;0.34090858697891235;0.9628202319145203;0.06820010393857956;0.09080090373754501;0.08276255428791046;0.061501141637563705
26;0.9610886573791504;0.34487438201904297;0.09808093309402466;0.3610665798187256;0.34280672669410706;0.9632484316825867;0.06782910227775574;0.0900755450129509;0.08276255428791046;0.06057363003492355
27;0.961797833442688;0.3497510552406311;0.09696585685014725;0.3656087815761566;0.34845322370529175;0.9631056785583496;0.06956149637699127;0.08877559751272202;0.08219178020954132;0.06335616111755371
28;0.9610485434532166;0.34656527638435364;0.09704746305942535;0.3617873787879944;0.34453368186950684;0.9624634385108948;0.06539075821638107;0.09065233170986176;0.08276255428791046;0.05764840170741081
29;0.9609682559967041;0.3465535342693329;0.09659578651189804;0.36456334590911865;0.34310123324394226;0.9618211388587952;0.0607273206114769;0.09556705504655838;0.07990867644548416;0.052511416375637054
