epoch;accuracy;f1_m;loss;precision_m;recall_m;val_accuracy;val_f1_m;val_loss;val_precision_m;val_recall_m
0;0.8158861994743347;0.16660650074481964;0.5085408687591553;0.3555232882499695;0.11836626380681992;0.8933581113815308;0.14846007525920868;0.3045276999473572;0.20347394049167633;0.11871355026960373
1;0.8896457552909851;0.6455808281898499;0.27364620566368103;0.8197208046913147;0.5533506274223328;0.9280040264129639;0.17949701845645905;0.20541371405124664;0.20393028855323792;0.1616714596748352
2;0.9175590872764587;0.7578560709953308;0.21675045788288116;0.8455092310905457;0.7030158042907715;0.9462565779685974;0.183363139629364;0.15330511331558228;0.20430107414722443;0.1673143059015274
3;0.9318801164627075;0.8047363758087158;0.18450386822223663;0.8729551434516907;0.7617124915122986;0.9535237550735474;0.18909619748592377;0.14075499773025513;0.20430107414722443;0.17679663002490997
4;0.9459476470947266;0.8510792851448059;0.1583056002855301;0.8873803019523621;0.8289808630943298;0.9626500010490417;0.18882784247398376;0.1087900772690773;0.20430107414722443;0.1764216423034668
5;0.9527596235275269;0.8699148893356323;0.14646533131599426;0.8989677429199219;0.8528667092323303;0.9673821330070496;0.19273675978183746;0.09490901976823807;0.20430107414722443;0.18297407031059265
6;0.955959677696228;0.8810833692550659;0.13785897195339203;0.90425044298172;0.8695243000984192;0.9694101810455322;0.19405719637870789;0.10245329886674881;0.20393028855323792;0.1854652464389801
7;0.9596350193023682;0.8889303207397461;0.12553441524505615;0.9102581739425659;0.8779057264328003;0.9748183488845825;0.19625283777713776;0.08202828466892242;0.20430107414722443;0.18910637497901917
8;0.9612191915512085;0.8950909972190857;0.11988271027803421;0.9133040904998779;0.8865590691566467;0.9697481989860535;0.18848150968551636;0.09911025315523148;0.20430107414722443;0.1758480966091156
9;0.963753879070282;0.9023017287254333;0.11578867584466934;0.9178376197814941;0.8958483338356018;0.9761703610420227;0.19661112129688263;0.0765729621052742;0.20430107414722443;0.18976400792598724
10;0.9658766984939575;0.906865656375885;0.10791363567113876;0.9185124039649963;0.9030795097351074;0.9773533940315247;0.19516879320144653;0.07015642523765564;0.20430107414722443;0.1871989220380783
11;0.9657816290855408;0.9061346650123596;0.10885238647460938;0.9206700325012207;0.9011742472648621;0.9780294299125671;0.19640164077281952;0.07090172916650772;0.20430107414722443;0.18940763175487518
12;0.9685064554214478;0.9130522012710571;0.10033557564020157;0.9278243780136108;0.9057721495628357;0.9790434241294861;0.19621217250823975;0.06474336236715317;0.20430107414722443;0.18903687596321106
13;0.9691401124000549;0.9157379865646362;0.10045314580202103;0.925865113735199;0.9125469923019409;0.9776914119720459;0.19560851156711578;0.06845353543758392;0.20430107414722443;0.18793030083179474
14;0.9709460735321045;0.9226479530334473;0.09233563393354416;0.9297022223472595;0.9219825267791748;0.9800574779510498;0.19675523042678833;0.062430061399936676;0.20430107414722443;0.18999136984348297
15;0.9699955582618713;0.9191181063652039;0.09539522975683212;0.9291466474533081;0.9158318042755127;0.9807334542274475;0.1976076364517212;0.06218138709664345;0.20430107414722443;0.1915917694568634
16;0.971389651298523;0.9209142923355103;0.09220312535762787;0.9304816126823425;0.9191588163375854;0.9793814420700073;0.1952127069234848;0.06654462218284607;0.20430107414722443;0.1871887594461441
17;0.9722450971603394;0.926104724407196;0.0891345664858818;0.9329813718795776;0.9262275099754333;0.9790434241294861;0.19628387689590454;0.0668371245265007;0.20430107414722443;0.18917590379714966
18;0.9724985957145691;0.9266758561134338;0.08676048368215561;0.9344779849052429;0.9250504374504089;0.9805644750595093;0.19712094962596893;0.058048099279403687;0.20430107414722443;0.19061847031116486
19;0.9739243388175964;0.9292681217193604;0.08334443718194962;0.939439058303833;0.9264593124389648;0.9822545051574707;0.1993853598833084;0.05820123106241226;0.20430107414722443;0.19487807154655457
20;0.9744629859924316;0.9297025799751282;0.08286415040493011;0.9388718008995056;0.9265357851982117;0.9819164872169495;0.1977963000535965;0.05248621478676796;0.20430107414722443;0.1919727325439453
21;0.9743362069129944;0.9322590231895447;0.08021067082881927;0.9384030103683472;0.9322253465652466;0.9809024930000305;0.19758790731430054;0.05663669854402542;0.20430107414722443;0.19145852327346802
